דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,דרך: דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3
דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,0,2020,12,157.7,2440,1254,741,560,771,2345,7565,9238,9527,9652,9920,9796,9914,9930,9652,9420,9202,8485,8115,7891,6811,5901,4783,3743
דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,1,2020,12,77.6,1215,657,379,281,362,1031,3552,4189,4259,4574,4776,4824,4833,4813,4780,4738,4597,4231,4204,4193,3626,3107,2441,1919
דרך 4 קטע 140 מק''מ 119.1 עד ק''מ 122.8 ממחלף גהה עד מחלף מורשה מקום הצבה 119.3,2,2020,12,80.1,1225,597,362,278,409,1314,4013,5048,5268,5078,5144,4972,5081,5118,4872,4682,4604,4254,3911,3697,3185,2794,2342,1824
דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,דרך: דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,0,2020,12,99.8,1309,696,392,312,415,1412,4396,5997,5703,5656,5981,5787,5867,6101,5981,6758,6770,6543,6452,5443,4311,3231,2450,1822
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,1,2020,12,53.2,586,335,194,157,264,1002,3149,3988,3345,3313,3569,3268,3177,3245,3159,3269,2955,2846,2922,2522,2198,1616,1254,887
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,2,2020,12,46.6,723,361,199,155,151,410,1247,2009,2358,2343,2412,2518,2690,2856,2822,3489,3816,3697,3530,2921,2113,1615,1196,935
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,0,2021,8,92.8,1838,961,600,446,495,1436,4095,4739,4451,4562,5185,5293,5249,5506,5342,5797,5860,5595,5888,5681,4629,3887,2820,2444
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,1,2021,8,45.1,999,567,299,225,193,337,995,1553,1898,2126,2265,2437,2549,2835,2747,3018,3195,3112,3288,3145,2376,1987,1570,1382
דרך 4 קטע 150 מק''מ 122.8 עד ק''מ 130.1 ממחלף מורשה עד צומת רעננה מקום הצבה 130.0,2,2021,8,47.7,839,394,301,221,302,1099,3100,3186,2553,2436,2920,2855,2700,2671,2595,2779,2664,2483,2600,2536,2253,1900,1250,1061
דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,דרך: דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,0,2017,1,90.0,999,560,376,332,494,1855,5603,6345,6515,5895,5788,5255,4938,5016,5051,5478,5182,4878,4853,4317,3534,2882,2283,1595
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,2,2017,1,45.0,500,280,188,166,247,927,2801,3173,3257,2948,2894,2627,2469,2508,2526,2739,2591,2439,2427,2158,1767,1441,1142,798
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,0,2018,4,96.8,908,571,415,411,787,3545,6218,6571,6585,6396,6317,5778,5381,5409,5342,5633,5326,5245,4884,4149,3504,3091,2505,1856
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,1,2018,4,48.4,454,285,208,206,394,1772,3109,3285,3293,3198,3158,2889,2691,2704,2671,2816,2663,2622,2442,2075,1752,1545,1253,928
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,0,2021,8,87.2,1593,799,457,317,406,1353,3808,4714,5037,4844,4886,4961,5030,5421,5042,5441,5679,5625,5325,4644,4009,3037,2621,2179
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,1,2021,8,43.2,683,384,236,163,155,335,1008,1730,2118,2127,2344,2489,2571,2830,2734,3153,3274,3213,3051,2568,2232,1463,1294,1093
דרך 4 קטע 158 מק''מ 131.7 עד ק''מ 139.2 ממחלף רעננה - צפון (צפ`) עד מחלף דרור מקום הצבה 138.8,2,2021,8,44.0,910,414,221,154,251,1017,2800,2984,2919,2716,2542,2472,2459,2591,2308,2288,2405,2412,2274,2076,1778,1574,1326,1086
דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5,דרך: דרך 4 קטע 160 מק''מ 139.2 עד ק''מ 146.6 ממחלף דרור עד צומת השרון מקום הצבה 139.5
